id,name,generation,types,height_dm,weight_hg,base_experience,hp,attack,defense,special_attack,special_defense,speed,total_stats,abilities,hidden_ability,species_color,species_shape,habitat,growth_rate,capture_rate,base_happiness,hatch_counter,is_baby,is_legendary,is_mythical,has_gender_differences,gender_rate,forms_switchable,evolution_chain_id,evolves_from,flavor_text_en,sprite_url
830,eldegoss,8,grass,5,25,161,60,50,90,80,120,60,460,"cotton-down,regenerator",effect-spore,green,blob,,medium,75,50,20,False,False,False,False,4,False,437,gossifleur,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png
831,wooloo,8,normal,6,60,122,42,40,55,40,45,48,270,"fluffy,run-away",bulletproof,white,quadruped,,medium,255,50,15,False,False,False,False,4,False,438,,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png
832,dubwool,8,normal,13,430,172,72,80,100,60,90,88,490,"fluffy,steadfast",bulletproof,white,quadruped,,medium,127,50,15,False,False,False,False,4,False,438,wooloo,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png
833,chewtle,8,water,3,85,57,50,64,50,38,38,44,284,"strong-jaw,shell-armor",swift-swim,green,quadruped,,medium,255,50,20,False,False,False,False,4,False,439,,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png
834,drednaw,8,"water,rock",10,1155,170,90,115,90,48,68,74,485,"strong-jaw,shell-armor",swift-swim,green,quadruped,,medium,75,50,20,False,False,False,False,4,False,439,chewtle,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png
835,yamper,8,electric,3,135,54,59,45,50,40,50,26,270,ball-fetch,rattled,yellow,quadruped,,fast,255,50,20,False,False,False,False,4,False,440,,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png
836,boltund,8,electric,10,340,172,69,90,60,90,60,121,490,strong-jaw,competitive,yellow,quadruped,,fast,45,50,20,False,False,False,False,4,False,440,yamper,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png
837,rolycoly,8,rock,3,120,48,30,40,50,40,50,30,240,"steam-engine,heatproof",flash-fire,black,ball,,medium-slow,255,50,15,False,False,False,False,4,False,441,,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png
838,carkol,8,"rock,fire",11,780,144,80,60,90,60,70,50,410,"steam-engine,flame-body",flash-fire,black,legs,,medium-slow,120,50,15,False,False,False,False,4,False,441,rolycoly,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png
839,coalossal,8,"rock,fire",28,3105,255,110,80,120,80,90,30,510,"steam-engine,flame-body",flash-fire,black,humanoid,,medium-slow,45,50,15,False,False,False,False,4,False,441,carkol,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png
840,applin,8,"grass,dragon",2,5,52,40,40,80,40,40,20,260,"ripen,gluttony",bulletproof,green,squiggle,,slow-then-very-fast,255,50,20,False,False,False,False,4,False,442,,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png
841,flapple,8,"grass,dragon",3,10,170,70,110,80,95,60,70,485,"ripen,gluttony",hustle,green,wings,,slow-then-very-fast,45,50,20,False,False,False,False,4,False,442,applin,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png
842,appletun,8,"grass,dragon",4,130,170,110,85,80,100,80,30,485,"ripen,gluttony",thick-fat,green,quadruped,,slow-then-very-fast,45,50,20,False,False,False,False,4,False,442,applin,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png
843,silicobra,8,ground,22,76,63,52,57,75,35,50,46,315,"sand-spit,shed-skin",sand-veil,green,squiggle,,medium,255,50,20,False,False,False,False,4,False,443,,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png
844,sandaconda,8,ground,38,655,179,72,107,125,65,70,71,510,"sand-spit,shed-skin",sand-veil,green,squiggle,,medium,120,50,20,False,False,False,False,4,False,443,silicobra,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png
845,cramorant,8,"flying,water",8,180,166,70,85,55,85,95,85,475,gulp-missile,,blue,wings,,medium,45,50,20,False,False,False,False,4,False,444,,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png
846,arrokuda,8,water,5,10,56,41,63,40,40,30,66,280,swift-swim,propeller-tail,brown,fish,,slow,255,50,20,False,False,False,False,4,False,445,,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png
847,barraskewda,8,water,13,300,172,61,123,60,60,50,136,490,swift-swim,propeller-tail,brown,fish,,slow,60,50,20,False,False,False,False,4,False,445,arrokuda,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png
848,toxel,8,"electric,poison",4,110,48,40,38,35,54,35,40,242,"rattled,static",klutz,purple,upright,,medium-slow,75,50,25,True,False,False,False,4,False,446,,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png
849,toxtricity-amped,8,"electric,poison",16,400,176,75,98,70,114,70,75,502,"punk-rock,plus",technician,purple,upright,,medium-slow,45,50,25,False,False,False,False,4,False,446,toxel,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png
850,sizzlipede,8,"fire,bug",7,10,61,50,65,45,50,50,45,305,"flash-fire,white-smoke",flame-body,red,tentacles,,medium,190,50,20,False,False,False,False,4,False,447,,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png
851,centiskorch,8,"fire,bug",30,1200,184,100,115,65,90,90,65,525,"flash-fire,white-smoke",flame-body,red,tentacles,,medium,75,50,20,False,False,False,False,4,False,447,sizzlipede,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png
852,clobbopus,8,fighting,6,40,62,50,68,60,50,50,32,310,limber,technician,brown,tentacles,,medium-slow,180,50,25,False,False,False,False,4,False,448,,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png
853,grapploct,8,fighting,16,390,168,80,118,90,70,80,42,480,limber,technician,blue,tentacles,,medium-slow,45,50,25,False,False,False,False,4,False,448,clobbopus,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png
854,sinistea,8,ghost,1,2,62,40,45,45,74,54,50,308,weak-armor,cursed-body,purple,ball,,medium,120,50,20,False,False,False,False,-1,False,449,,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png
855,polteageist,8,ghost,2,4,178,60,65,65,134,114,70,508,weak-armor,cursed-body,purple,ball,,medium,60,50,20,False,False,False,False,-1,False,449,sinistea,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png
856,hatenna,8,psychic,4,34,53,42,30,45,56,53,39,265,"healer,anticipation",magic-bounce,pink,legs,,slow,235,50,20,False,False,False,False,8,False,450,,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png
857,hattrem,8,psychic,6,48,130,57,40,65,86,73,49,370,"healer,anticipation",magic-bounce,pink,humanoid,,slow,120,50,20,False,False,False,False,8,False,450,hatenna,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png
858,hatterene,8,"psychic,fairy",21,51,255,57,90,95,136,103,29,510,"healer,anticipation",magic-bounce,pink,blob,,slow,45,50,20,False,False,False,False,8,False,450,hattrem,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png
859,impidimp,8,"dark,fairy",4,55,53,45,45,30,55,40,50,265,"prankster,frisk",pickpocket,pink,humanoid,,medium,255,50,20,False,False,False,False,0,False,451,,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png
860,morgrem,8,"dark,fairy",8,125,130,65,60,45,75,55,70,370,"prankster,frisk",pickpocket,pink,humanoid,,medium,120,50,20,False,False,False,False,0,False,451,impidimp,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png
861,grimmsnarl,8,"dark,fairy",15,610,255,95,120,65,95,75,60,510,"prankster,frisk",pickpocket,purple,humanoid,,medium,45,50,20,False,False,False,False,0,False,451,morgrem,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png
862,obstagoon,8,"dark,normal",16,460,260,93,90,101,60,81,95,520,"reckless,guts",defiant,gray,upright,,medium,45,50,15,False,False,False,False,4,False,134,linoone,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png
863,perrserker,8,steel,8,280,154,70,110,100,50,60,50,440,"battle-armor,tough-claws",steely-spirit,brown,upright,,medium,90,50,20,False,False,False,False,4,False,22,meowth,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png
864,cursola,8,ghost,10,4,179,60,95,50,145,130,30,510,weak-armor,perish-body,white,arms,,fast,30,50,20,False,False,False,False,6,False,113,corsola,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png
865,sirfetchd,8,fighting,8,1170,177,62,135,95,68,82,65,507,steadfast,scrappy,white,wings,,medium,45,50,20,False,False,False,False,4,False,35,farfetchd,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png
866,mr-rime,8,"ice,psychic",15,582,182,80,85,75,110,100,70,520,"tangled-feet,screen-cleaner",ice-body,purple,humanoid,,medium,45,50,25,False,False,False,False,4,False,57,mr-mime,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png
867,runerigus,8,"ground,ghost",16,666,169,58,95,145,50,105,30,483,wandering-spirit,,gray,blob,,medium,90,50,25,False,False,False,False,4,False,287,yamask,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png
868,milcery,8,fairy,2,3,54,45,40,40,50,61,34,270,sweet-veil,aroma-veil,white,ball,,medium,200,50,20,False,False,False,False,8,False,452,,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png
869,alcremie,8,fairy,3,5,173,65,60,75,110,121,64,495,sweet-veil,aroma-veil,white,blob,,medium,100,50,20,False,False,False,False,8,False,452,milcery,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png
870,falinks,8,fighting,30,620,165,65,100,100,70,60,75,470,battle-armor,defiant,yellow,heads,,medium,45,50,25,False,False,False,False,-1,False,453,,"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png
871,pincurchin,8,electric,3,10,152,48,101,95,91,85,15,435,lightning-rod,electric-surge,purple,tentacles,,medium,75,50,20,False,False,False,False,4,False,454,,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png
872,snom,8,"ice,bug",3,38,37,30,25,35,45,30,20,185,shield-dust,ice-scales,white,squiggle,,medium,190,50,20,False,False,False,False,4,False,455,,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png
873,frosmoth,8,"ice,bug",13,420,166,70,65,60,125,90,65,475,shield-dust,ice-scales,white,bug-wings,,medium,75,50,20,False,False,False,False,4,False,455,snom,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png
874,stonjourner,8,rock,25,5200,165,100,125,135,20,20,70,470,power-spot,,gray,legs,,slow,60,50,25,False,False,False,False,4,False,456,,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png
875,eiscue-ice,8,ice,14,890,165,75,80,110,65,90,50,470,ice-face,,blue,upright,,slow,60,50,25,False,False,False,False,4,False,457,,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png
876,indeedee-male,8,"psychic,normal",9,280,166,60,65,55,105,95,95,475,"inner-focus,synchronize",psychic-surge,purple,upright,,fast,30,140,40,False,False,False,True,4,False,458,,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png
877,morpeko-full-belly,8,"electric,dark",3,30,153,58,95,58,70,58,97,436,hunger-switch,,yellow,humanoid,,medium,180,50,10,False,False,False,False,4,False,459,,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png
878,cufant,8,steel,12,1000,66,72,80,49,40,49,40,330,sheer-force,heavy-metal,yellow,quadruped,,medium,190,50,25,False,False,False,False,4,False,460,,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png
879,copperajah,8,steel,30,6500,175,122,130,69,80,69,30,500,sheer-force,heavy-metal,green,quadruped,,medium,90,50,25,False,False,False,False,4,False,460,cufant,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png
880,dracozolt,8,"electric,dragon",18,1900,177,90,100,90,80,70,75,505,"volt-absorb,hustle",sand-rush,green,upright,,slow,45,50,35,False,False,False,False,-1,False,461,,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png
881,arctozolt,8,"electric,ice",23,1500,177,90,100,90,90,80,55,505,"volt-absorb,static",slush-rush,blue,upright,,slow,45,50,35,False,False,False,False,-1,False,462,,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png
882,dracovish,8,"water,dragon",23,2150,177,90,90,100,70,80,75,505,"water-absorb,strong-jaw",sand-rush,green,legs,,slow,45,50,35,False,False,False,False,-1,False,463,,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png
883,arctovish,8,"water,ice",20,1750,177,90,90,100,80,90,55,505,"water-absorb,ice-body",slush-rush,blue,fish,,slow,45,50,35,False,False,False,False,-1,False,464,,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png
884,duraludon,8,"steel,dragon",18,400,187,70,95,115,120,50,85,535,"light-metal,heavy-metal",stalwart,white,upright,,medium,45,50,30,False,False,False,False,4,False,465,,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png
885,dreepy,8,"dragon,ghost",5,20,54,28,60,30,40,30,82,270,"clear-body,infiltrator",cursed-body,green,squiggle,,slow,45,50,40,False,False,False,False,4,False,466,,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png
886,drakloak,8,"dragon,ghost",14,110,144,68,80,50,60,50,102,410,"clear-body,infiltrator",cursed-body,green,arms,,slow,45,50,40,False,False,False,False,4,False,466,dreepy,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png
887,dragapult,8,"dragon,ghost",30,500,300,88,120,75,100,75,142,600,"clear-body,infiltrator",cursed-body,green,upright,,slow,45,50,40,False,False,False,False,4,False,466,drakloak,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png
888,zacian,8,fairy,28,1100,335,92,120,115,80,115,138,660,intrepid-sword,,blue,quadruped,,slow,10,0,120,False,True,False,False,-1,False,467,,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png
889,zamazenta,8,fighting,29,2100,335,92,120,115,80,115,138,660,dauntless-shield,,red,quadruped,,slow,10,0,120,False,True,False,False,-1,False,468,,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png
890,eternatus,8,"poison,dragon",200,9500,345,140,85,95,145,95,130,690,pressure,,purple,wings,,slow,255,0,120,False,True,False,False,-1,False,469,,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png
891,kubfu,8,fighting,6,120,77,60,90,60,53,50,72,385,inner-focus,,gray,upright,,slow,3,50,120,False,True,False,False,1,False,470,,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png
892,urshifu-single-strike,8,"fighting,dark",19,1050,275,100,130,100,63,60,97,550,unseen-fist,,gray,humanoid,,slow,3,50,120,False,True,False,False,1,False,470,kubfu,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png
893,zarude,8,"dark,grass",18,700,300,105,120,105,70,95,105,600,leaf-guard,,green,upright,,slow,3,0,120,False,False,True,False,-1,False,471,,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png
894,regieleki,8,electric,12,1450,290,80,100,50,100,50,200,580,transistor,,yellow,humanoid,,slow,3,35,120,False,True,False,False,-1,False,472,,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png
895,regidrago,8,dragon,21,2000,290,200,100,50,100,50,80,580,dragons-maw,,green,humanoid,,slow,3,35,120,False,True,False,False,-1,False,473,,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png
896,glastrier,8,ice,22,8000,290,100,145,130,65,110,30,580,chilling-neigh,,white,quadruped,,slow,3,35,120,False,True,False,False,-1,False,474,,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png
897,spectrier,8,ghost,20,445,290,100,65,60,145,80,130,580,grim-neigh,,black,quadruped,,slow,3,35,120,False,True,False,False,-1,False,475,,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png
898,calyrex,8,"psychic,grass",11,77,250,100,80,80,80,80,80,500,unnerve,,green,humanoid,,slow,3,100,120,False,True,False,False,-1,False,476,,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/898.png
899,wyrdeer,8,"normal,psychic",18,951,263,103,105,72,105,75,65,525,"intimidate,frisk",sap-sipper,gray,quadruped,,slow,135,50,20,False,False,False,False,4,False,120,stantler,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/899.png
900,kleavor,8,"bug,rock",18,890,175,70,135,95,45,70,85,500,"swarm,sheer-force",sharpness,brown,bug-wings,,medium,115,50,20,False,False,False,False,4,False,58,scyther,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/900.png
901,ursaluna,8,"ground,normal",24,2900,275,130,140,105,45,80,50,550,"guts,bulletproof",unnerve,brown,quadruped,,medium,75,50,20,False,False,False,False,4,False,110,ursaring,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/901.png
902,basculegion-male,8,"water,ghost",30,1100,265,120,112,65,80,75,78,530,"swift-swim,adaptability",mold-breaker,green,fish,,medium,135,50,20,False,False,False,True,4,True,280,basculin,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/902.png
903,sneasler,8,"fighting,poison",13,430,102,80,130,60,40,80,120,510,"pressure,unburden",poison-touch,gray,upright,,medium-slow,135,50,20,False,False,False,False,4,False,109,sneasel,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/903.png
904,overqwil,8,"dark,poison",25,605,179,85,115,95,65,65,85,510,"poison-point,swift-swim",intimidate,black,fish,,medium,135,50,20,False,False,False,False,4,False,106,qwilfish,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/904.png
905,enamorus-incarnate,8,"fairy,flying",16,480,116,74,115,70,135,80,106,580,cute-charm,contrary,pink,arms,,slow,3,50,20,False,True,False,False,8,True,477,,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/905.png
906,sprigatito,9,grass,4,41,62,40,61,54,45,45,65,310,overgrow,protean,green,quadruped,,medium-slow,45,50,20,False,False,False,False,1,False,478,,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/906.png
907,floragato,9,grass,9,122,144,61,80,63,60,63,83,410,overgrow,protean,green,upright,,medium-slow,45,50,20,False,False,False,False,1,False,478,sprigatito,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/907.png
