name,id,accuracy,pp,power,priority,type,generation,short_descripton,damage_class,min_hits,max_hits
Pika Papow,732,,20,,0,Electric,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Bouncy Bubble,733,100.0,20,60.0,0,Water,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Buzzy Buzz,734,100.0,20,60.0,0,Electric,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Sizzly Slide,735,100.0,20,60.0,0,Fire,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Glitzy Glow,736,95.0,15,80.0,0,Psychic,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Baddy Bad,737,95.0,15,80.0,0,Dark,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Sappy Seed,738,90.0,10,100.0,0,Grass,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Freezy Frost,739,90.0,10,100.0,0,Ice,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Sparkly Swirl,740,85.0,5,120.0,0,Fairy,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Veevee Volley,741,,20,,0,Normal,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Double Iron Bash,742,100.0,5,60.0,0,Steel,Generation Vii,Hits twice in one turn.,Physical,2,2
Max Guard,743,,10,,4,Normal,Generation Viii,Prevents any moves from hitting the user this turn.,Status,1,1
Dynamax Cannon,744,100.0,5,100.0,0,Dragon,Generation Viii,Sets Light Screen on the user's side of the field after inflicting damage.,Special,1,1
Snipe Shot,745,100.0,15,80.0,0,Water,Generation Viii,Sets Reflect on the user's side of the field after inflicting damage.,Special,1,1
Jaw Lock,746,100.0,10,80.0,0,Dark,Generation Viii,Seeds the target after inflicting damage.,Physical,1,1
Stuff Cheeks,747,,10,,0,Normal,Generation Viii,Cures the entire party of major status effects after inflicting damage.,Status,1,1
No Retreat,748,,5,,0,Fighting,Generation Viii,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",Status,1,1
Max Flare,757,,10,100.0,0,Fire,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Flutterby,758,,10,10.0,0,Bug,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Lightning,759,,10,10.0,0,Electric,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Strike,760,,10,10.0,0,Normal,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Knuckle,761,,10,10.0,0,Fighting,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Phantasm,762,,10,10.0,0,Ghost,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Hailstorm,763,,10,10.0,0,Ice,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Ooze,764,,10,10.0,0,Poison,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Geyser,765,,10,10.0,0,Water,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Airstream,766,,10,10.0,0,Flying,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Starfall,767,,10,10.0,0,Fairy,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Wyrmwind,768,,10,10.0,0,Dragon,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Mindstorm,769,,10,10.0,0,Psychic,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Rockfall,770,,10,10.0,0,Rock,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Quake,771,,10,10.0,0,Ground,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Darkness,772,,10,10.0,0,Dark,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Overgrowth,773,,10,10.0,0,Grass,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Max Steelspike,774,,10,10.0,0,Steel,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Drum Beating,778,100.0,10,80.0,0,Grass,Generation Viii,Has a $effect_chance% chance to lower the target's Speed by one stage.,Physical,1,1
Snap Trap,779,100.0,15,35.0,0,Grass,Generation Viii,Prevents the target from fleeing and inflicts damage for 2-5 turns.,Physical,1,1
Pyro Ball,780,90.0,5,120.0,0,Fire,Generation Viii,Has a $effect_chance% chance to burn the target.,Physical,1,1
Breaking Swipe,784,100.0,15,60.0,0,Dragon,Generation Viii,Lowers the target's Attack by one stage after inflicting damage.,Physical,1,1
Branch Poke,785,100.0,40,40.0,0,Grass,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Grav Apple,788,100.0,10,80.0,0,Grass,Generation Viii,Lowers the target's Defense by one stage after inflicting damage.,Physical,1,1
Spirit Break,789,100.0,15,75.0,0,Fairy,Generation Viii,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,Physical,1,1
Strange Steam,790,95.0,10,90.0,0,Fairy,Generation Viii,Has a $effect_chance% chance to confuse the target.,Special,1,1
False Surrender,793,,10,80.0,0,Dark,Generation Viii,Never misses.,Physical,1,1
Meteor Assault,794,100.0,5,150.0,0,Fighting,Generation Viii,User foregoes its next turn to recharge.,Physical,1,1
Eternabeam,795,90.0,5,160.0,0,Dragon,Generation Viii,User foregoes its next turn to recharge.,Special,1,1
Steel Beam,796,95.0,5,140.0,0,Steel,Generation Viii,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.",Special,1,1
Expanding Force,797,100.0,10,80.0,0,Psychic,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Steel Roller,798,100.0,5,130.0,0,Steel,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Scale Shot,799,90.0,20,25.0,0,Dragon,Generation Viii,Boosts the user's Speed and lowers their Defense by one stage after inflicting damage two to five times in a row.,Physical,2,5
Meteor Beam,800,90.0,10,120.0,0,Rock,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Shell Side Arm,801,100.0,10,90.0,0,Poison,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Misty Explosion,802,100.0,5,100.0,0,Fairy,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Grassy Glide,803,100.0,20,70.0,0,Grass,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Rising Voltage,804,100.0,20,70.0,0,Electric,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Terrain Pulse,805,100.0,10,50.0,0,Normal,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Skitter Smack,806,90.0,10,70.0,0,Bug,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Burning Jealousy,807,100.0,5,70.0,0,Fire,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Lash Out,808,100.0,5,75.0,0,Dark,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Poltergeist,809,90.0,5,110.0,0,Ghost,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Corrosive Gas,810,100.0,40,,0,Poison,Generation Viii,Inflicts regular damage with no additional effect.,Status,1,1
Coaching,811,,10,,0,Fighting,Generation Viii,Inflicts regular damage with no additional effect.,Status,1,1
Flip Turn,812,100.0,20,60.0,0,Water,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Triple Axel,813,90.0,10,20.0,0,Ice,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,3
Dual Wingbeat,814,90.0,10,40.0,0,Flying,Generation Viii,Inflicts regular damage with no additional effect.,Physical,2,2
Scorching Sands,815,100.0,10,70.0,0,Ground,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Jungle Healing,816,,10,,0,Grass,Generation Viii,Inflicts regular damage with no additional effect.,Status,1,1
Wicked Blow,817,100.0,5,80.0,0,Dark,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Surging Strikes,818,100.0,5,25.0,0,Water,Generation Viii,Inflicts regular damage with no additional effect.,Physical,3,3
Thunder Cage,819,90.0,15,80.0,0,Electric,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Dragon Energy,820,100.0,5,150.0,0,Dragon,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Freezing Glare,821,100.0,10,90.0,0,Psychic,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Fiery Wrath,822,100.0,10,90.0,0,Dark,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Thunderous Kick,823,100.0,10,90.0,0,Fighting,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Glacial Lance,824,100.0,5,130.0,0,Ice,Generation Viii,Inflicts regular damage with no additional effect.,Physical,1,1
Astral Barrage,825,100.0,5,120.0,0,Ghost,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
Eerie Spell,826,100.0,5,80.0,0,Psychic,Generation Viii,Inflicts regular damage with no additional effect.,Special,1,1
